,company_name,best_match,best_score
12764,rareview dyn fixe income etf,,-1
12765,trend aggre conservative etf,,-1
12766,rareview tax adva income etf,,-1
12767,supernova partnrs acq,,-1
12768,datto holding,,-1
12769,lordstown motors,,-1
12770,bluescape opp acq,,-1
12771,cerevel therapeutics holding,,-1
12772,ft cboe vst us eqty dp etf,,-1
12773,ft cboe vst us ety buf etf,,-1
12774,sqz biotechnologies,,-1
12775,health assura acq,,-1
12776,leslie's,,-1
12777,leadershares activ leade etf,,-1
12778,leadershares alphaf tact etf,,-1
12779,vivos therapeutics,,-1
12781,gatos silver,,-1
12782,ezgo technologies,,-1
12783,neogames sa,,-1
12784,allegro microsystems,,-1
12785,galecto,,-1
12786,ishares us small cap val etf,,-1
12787,global x clea etf,,-1
12788,global x data center rei etf,,-1
12789,cibc core plus fix inco pool,,-1
12790,cibc conservative incom pool,,-1
12791,cibc core fixed income pool,,-1
12792,america conserv values etf,,-1
12793,fisker,,-1
12794,soc telemed,,-1
12795,conx,,-1
12796,democratic large cap cor etf,,-1
12797,victoryshares top vet em etf,,-1
12798,sotera health,,-1
12799,trueshares std out (nov) etf,,-1
12800,victoryshares pr america etf,,-1
12801,in8bio,,-1
12802,marava lifes hldgs,,-1
12803,upstart,,-1
12804,goldman sachs inn equity etf,,-1
12805,state street debuts corporat,,-1
12806,global x emrg mkt int e-com,,-1
12807,direxion moon innovators etf,,-1
12808,changebridge capi sus eq etf,,-1
12809,smartetfs sust energy ii etf,,-1
12810,ishares ibo 2026 high in etf,,-1
12811,thoma bravo advantage,,-1
12812,changebridge cp lg/st eq etf,,-1
12813,concentrix,,-1
12814,kfa value line dynamic,,-1
12815,17 education & te -adr,,-1
12816,jpmorgan betabuilde us etf,,-1
12817,leatherback long/short etf,,-1
12818,eos energy,,-1
12819,yatsen holding -adr,,-1
12820,ozon plc,,-1
12822,2ndvote society defended etf,,-1
12823,virtus terra us qual mom etf,,-1
12824,2ndvote life neutra plus etf,,-1
12825,atac us rotation etf,,-1
12826,dimensio us core eq mark etf,,-1
12827,dimensio inter core equi etf,,-1
12828,gcm grosvenor,,-1
12829,mp materials,,-1
12830,olema pharmaceuticals,,-1
12831,affirm,,-1
12832,certara,,-1
12833,doordash,,-1
12834,seer,,-1
12835,parts id,,-1
12836,kraneshare cicc 5g index etf,,-1
12837,sos -adr,,-1
12838,luxury goods etf,,-1
12839,protective allocation etf,,-1
12840,manulife smart dividend etf,,-1
12841,manulife smart core bond etf,,-1
12842,manulife smart dividen etf,,-1
12843,manulife smart shor bond etf,,-1
12844,manulife smart corpor bo etf,,-1
12845,aarons (the),,-1
12846,quantumscape,,-1
12847,td morningstar esg cn eq etf,,-1
12848,roblox,,-1
12849,td morningstar esg in eq etf,,-1
12850,td morningstar esg us eq etf,,-1
12851,amplify pure ju gold min etf,,-1
12852,ballast small/mid cap etf,,-1
12853,airbnb,,-1
12854,trueshares str out (dec) etf,,-1
12855,vaneck ms an bbb crp bd etf,,-1
12856,vaneck my an ig crp bond etf,,-1
12857,dimensional em cr eq mkt etf,,-1
12858,kfa mount lucas index st etf,,-1
12859,invesco high yield bd fa etf,,-1
12860,908 devices,,-1
12861,kinnate biopharma,,-1
12862,sigilon theraptics,,-1
12863,apartment income reit,,-1
12865,qraft ai-enhanc us ne va etf,,-1
12866,far peak acquisition,,-1
12867,silverback therape,,-1
12868,periphas captl pa,,-1
12869,petco health & wellness,,-1
12870,horizons tac abs ret bnd etf,,-1
12871,inspire faith lrg cp mom esg,,-1
12872,inspire faith mid cp mom esg,,-1
12873,pubmatic,,-1
12874,kraneshares cicc ch lead etf,,-1
12875,blue horizon new engy etf,,-1
12878,advantis intl sll cp vlu etf,,-1
12879,abcellera biologics,,-1
12880,desktop metal,,-1
12881,first trust intl dev cap etf,,-1
12882,bioatla,,-1
12883,spac new issue etf,,-1
12884,churchill capital v,,-1
12885,haivision systems,,-1
12886,cf acquisition iv,,-1
12888,direxion wor witho waste etf,,-1
12889,kuke mus hold -adr,,-1
12890,poshmark,,-1
12891,skillz,,-1
12892,donoghue forlines ta h y etf,,-1
12893,donoghue for ris man inn etf,,-1
12894,simplify nsdq 100 ps cvt etf,,-1
12895,simplify ndq 100 plus dw etf,,-1
12896,ft cboe vest inte equ bu etf,,-1
12897,ft cboe vest equit buff etf,,-1
12898,ft cboe ves equity deep etf,,-1
12899,ft cboe vt nq-100 bf etf-dec,,-1
12900,canoo,,-1
12901,invesco real assets esg etf,,-1
12902,invesco focused dis grow etf,,-1
12903,invesco us lar cap core etf,,-1
12904,invesco select growth etf,,-1
12905,aersale,,-1
12906,vincerx,,-1
12907,porch group,,-1
12908,xl fleet,,-1
12909,sentinelone,,-1
12910,jpmorgan carbon trstn us etf,,-1
12911,adasina social justic cp etf,,-1
12912,infobird,,-1
12913,myt netherlan par -adr,,-1
12914,soaring eagle acq,,-1
12915,romeo power,,-1
12916,simplify volt finte disr etf,,-1
12917,golden nugget online gaming,,-1
12918,simplify volt po cul dis etf,,-1
12919,advisorsha q por bl allo etf,,-1
12920,avdr us largecap leading etf,,-1
12921,rush street interactive,,-1
12922,cabot growth etf,,-1
12923,tidal etf trust sp fds &p et,,-1
12924,pacer swan sos f etf,,-1
12925,avdr us largecap esg etf,,-1
12926,upholdings compound king etf,,-1
12927,merlynai sectorsurf mom etf,,-1
12928,danimer scientific,,-1
12929,smartetfs adve & mar tec etf,,-1
12930,clene,,-1
12931,simplify volt clo cy dis etf,,-1
12932,simplify volt rob dis te etf,,-1
12933,gotham enhanced 500 etf,,-1
12934,shoals technologies grp,,-1
12935,innovator doubl 9 buffer etf,,-1
12936,fortitude gold,,-1
12938,euclid capital growth etf,,-1
12939,allianzim us large jan etf,,-1
12940,ispecimen,,-1
12941,montauk renewables,,-1
12942,motorsport games,,-1
12943,cullinan oncology,,-1
12944,rlx technology,,-1
12945,gracell biote -adr,,-1
12946,vinci partners inv,,-1
12947,ortho clinical diag plc,,-1
12948,swan hedged equit us cap etf,,-1
12949,distillate internatio fu etf,,-1
12950,innovator double stacke etf,,-1
12951,allianzim large cap jan etf,,-1
12952,trueshares structured ou etf,,-1
12953,innovator tripl stacker etf,,-1
12954,landsea homes,,-1
12955,pacer swan sos conservat etf,,-1
12956,pacer swan sos flex etf,,-1
12957,pacer swan sos moderate etf,,-1
12958,advisorshares q dynam gr etf,,-1
12959,rayliant quanta china eq etf,,-1
12960,sound enhanced fi income etf,,-1
12961,sound equity income etf,,-1
12962,trinity capital,,-1
12963,evolve cloud index etf units,,-1
12964,direxion daily clo comp bear,,-1
12965,direxion daily clou bull,,-1
12966,ci gold bullion,,-1
12967,munro global gro equity,,-1
12968,apollo strategi cap ii,,-1
12969,btrs,,-1
12970,merlynai best core mom etf,,-1
12971,franklin exponentil data etf,,-1
12972,harvest travel & lei idx etf,,-1
12973,harvest clean energy etf,,-1
12974,topicuscom,,-1
12975,driven brands,,-1
12976,playtika holding,,-1
12977,ft cboe vest deep buffer etf,,-1
12978,uwm,,-1
12979,horizon kineti infla ben etf,,-1
12980,iq healthy hearts etf,,-1
12981,global x adapt risk mana etf,,-1
12982,american century low vol etf,,-1
12983,overlay shares short ter etf,,-1
12984,overlay shares hedged eq etf,,-1
12985,ft cboe vest us equity -etf,,-1
12986,telus international in,,-1
12987,patria investments,,-1
12988,gold royalty,,-1
12989,ares acqstn,,-1
12990,alfi,,-1
12991,home point capital,,-1
12992,bolt biothrptcs,,-1
12993,on24,,-1
12994,bumble,,-1
12995,dream finders homes,,-1
12996,cn energy group,,-1
12997,pharvaris bv,,-1
12998,longeveron,,-1
12999,neximmune,,-1
13000,signify health,,-1
13001,immunocore plc -adr,,-1
13002,cloopen group -adr,,-1
13003,compute hlth acq,,-1
13004,proshares ult nasda clou etf,,-1
13005,viant technology,,-1
13006,sensei biotherapeu,,-1
13007,apria,,-1
13008,proshares nasd cybersecu etf,,-1
13009,ft cboe gold quarte buff etf,,-1
13010,lucira health,,-1
13011,jaws mustang acqu,,-1
13012,vor biopharma,,-1
13013,terns pharmaceutic,,-1
13014,hims & hers health,,-1
13015,carlotz,,-1
13016,adagene - adr,,-1
13017,decibel therapeutics,,-1
13018,talis biomedical,,-1
13019,advisorsha alpha dna equ etf,,-1
13020,bmo msci fintech in inde etf,,-1
13021,bmo msci tech & ind inno etf,,-1
13022,bmo clean energy index etf,,-1
13023,bmo msci next gen int in etf,,-1
13024,bmo covered call techno etf,,-1
13025,bmo msci genomic inno in etf,,-1
13026,bmo msci innovation inde etf,,-1
13027,bmo short-term us index etf,,-1
13028,morgan creek - exos s or etf,,-1
13029,amplify blackswan iswn etf,,-1
13030,cognyte software,,-1
13031,agrify,,-1
13032,accelerate one alte port etf,,-1
13033,ninepoint bitcoin etf,,-1
13034,landos biopharma,,-1
13035,sana biotchnology,,-1
13036,truesh low vol equit etf,,-1
13037,vallon pharmaceuticals,,-1
13038,main thematic innovation etf,,-1
13039,gabelli love our pl & pe etf,,-1
13040,appharvest,,-1
13041,trueshares structu outc etf,,-1
13042,ipower,,-1
13043,movano,,-1
13044,fidelity growth opportun etf,,-1
13045,fidelity sml mid cap opp etf,,-1
13046,fidelity real estate inv etf,,-1
13047,fidelity magellan etf,,-1
13048,franklin innovation act etf,,-1
13049,spdr nuveen muni bond etf,,-1
13050,kkr acq hold i,,-1
13052,heliogen,,-1
13053,oscar health,,-1
13054,gemini therapeutics,,-1
13055,churchill cap vi,,-1
13056,churchill cap crp vii,,-1
13057,sun conty air hld,,-1
13058,metromile,,-1
13059,virtus newfleet abs/mbs etf,,-1
13060,roundhill strm srv & tch etf,,-1
13061,afc gamma,,-1
13062,austerlitz acq i,,-1
13063,nbi sstn cnd crp bn etf,,-1
13064,nbi actv intrntnl eqty etf,,-1
13065,nbi canadian dvdnd incm etf,,-1
13066,nbi active us equity etf,,-1
13067,plby group,,-1
13068,flora grwt,,-1
13069,nuvation bio,,-1
13070,comsovereign,,-1
13071,gabelli growth innovator etf,,-1
13074,coupang,,-1
13075,aurora innovation,,-1
13076,elite ed grp intl,,-1
13077,wilshire wshares enhanced go,,-1
13078,bmo hi yld us cr bnd inx etf,,-1
13079,purpose bitcoin etf usd etf,,-1
13080,hayward,,-1
13081,american century qua pre etf,,-1
13082,american century qua con etf,,-1
13083,bitcoin etf,,-1
13084,first trust tcw em mk de etf,,-1
13085,invesco inlt dyn mul etf,,-1
13086,global x china innovatin etf,,-1
13087,duckhorn portfolio (the),,-1
13088,humankind us stock etf,,-1
13089,xtrackers mid 400esg etf,,-1
13090,xtrackers smlcp 600 esg etf,,-1
13091,corbett rd tac opps etf,,-1
13092,innovage hold,,-1
13093,sendas distribuidora sa,,-1
13094,alps active reit etf,,-1
13095,trueshares str out (march),,-1
13096,digitalocean,,-1
13097,alger mid cap 40 etf,,-1
13098,chargepoint,,-1
13099,jpmorgan short dur core etf,,-1
13100,ft cboe vest gold target etf,,-1
13101,forian,,-1
13102,applovin,,-1
13103,vaneck vectors scl sent etf,,-1
13104,fidelity inv grade sec etf,,-1
13105,fidelity inv grade bond etf,,-1
13106,alignment healthcare,,-1
13107,ishares inter develo sma etf,,-1
13108,coursera,,-1
13109,frontier grp hold,,-1
13110,longboard pharma,,-1
13111,olo,,-1
13112,asymshares asymmtric 500 etf,,-1
13113,defiance next gen h2 etf,,-1
13114,desjardins ri emrg co2 etf,,-1
13115,ishares v public limited com,,-1
13116,blackrock ishres s&p 500 etf,,-1
13117,blackrock ishares s&p he etf,,-1
13118,jpmorgan avblrs er mt eq etf,,-1
13119,ishares esg eafe lead etf,,-1
13120,ishares esg msci can ind etf,,-1
13121,ishares esg msci usa ld etf,,-1
13122,alkami technology,,-1
13123,gain therapeutics,,-1
13124,esports technologies,,-1
13125,prometheus bioscnc,,-1
13126,ouster,,-1
13127,mairs & power minn mun etf,,-1
13128,aeva technologies,,-1
13129,tuya -adr,,-1
13130,stance eqty esg lg cap etf,,-1
13131,guardian emerg mkts eqy etf,,-1
13132,guardian funda cntry eqy etf,,-1
13133,acv auctions,,-1
13134,instil bio,,-1
13135,finch thera grp,,-1
13136,horizons gx cs i etf,,-1
13137,roundhill mvp etf,,-1
13138,hartford long eco etf,,-1
13140,semrush hold,,-1
13141,blackrock int muni etf,,-1
13142,blackrock high yiel bond etf,,-1
13143,doubleverify hold,,-1
13144,thredup,,-1
13145,connect bio hld - ads,,-1
13146,syntax stra us ttl mkt etf,,-1
13147,ft cboe vest intl eq buf etf,,-1
13148,ft cboe vt nq-100 bf etf-mar,,-1
13149,ft cboe vest us eq buf etf,,-1
13150,ft cboe vest us eq deep etf,,-1
13151,design therapeutis,,-1
13152,knowbe4,,-1
13153,reneo pharma,,-1
13154,black diamond globa equ,,-1
13155,blackrock innovation & grwth,,-1
13156,agilon health,,-1
13157,nuvve holding,,-1
13158,olink holding ab -adr,,-1
13159,skywater tech,,-1
13160,edgewise thera,,-1
13161,ikena oncology,,-1
13162,recursion pharma,,-1
13163,usfc midst egy fnd etf,,-1
13164,monarch procap etf,,-1
13165,monarch blue chips core etf,,-1
13166,monarch ambassador incme etf,,-1
13168,kaltura,,-1
13169,zymergen,,-1
13170,brooklyn immunotherapeutics,,-1
13171,black diamond distre op,,-1
13172,direxion hydrogen etf,,-1
13174,zhihu - ads,,-1
13175,smartetfs asia pfc div etf,,-1
13176,smartetfs dividend build etf,,-1
13177,snow lake resources,,-1
13178,akoya biosncs,,-1
13179,biomea fusion,,-1
13180,ark spc eplr & inn etf,,-1
13181,democracy intl etf,,-1
13182,john hancock bond etf,,-1
13183,dynamic actv intl etf,,-1
13184,dynamic actv rtrn etf,,-1
13185,cibc canadian bond index etf,,-1
13186,paysafe,,-1
13187,cibc intl equity index etf,,-1
13188,cibc canadian eqy index etf,,-1
13189,cibc us eqty index etf,,-1
13190,guardian canadian bond etf,,-1
13191,guardian cand sec cnr eq etf,,-1
13192,bon ntrl life,,-1
13193,treace medic cncpts,,-1
13194,innovator us eqy aclr etf,,-1
13195,pacer swan sos mod etf,,-1
13196,innovator grw accl etf,,-1
13197,innovator grw accl pls etf,,-1
13198,pacer swab sos flex etf,,-1
13199,pacer swan sos conserv etf,,-1
13200,innovator us eqy inn pls etf,,-1
13201,innovator us eq acl 9 bf etf,,-1
13202,innovator us eqy acl qtr etf,,-1
13203,innovator msci efe pw bf etf,,-1
13204,innovator msci egrn mkts etf,,-1
13205,trajan wlth opps etf,,-1
13206,trueshares strc outc etf,,-1
13207,latham group,,-1
13208,tc bancshares,,-1
13209,vectivbio holding ag,,-1
13210,privia health group,,-1
13212,vanguard ultra-shrt bond etf,,-1
13213,spdr bloomberg ba em mkt etf,,-1
13214,blackrock us crbn trns etf,,-1
13215,blackrock wld ex us cbn etf,,-1
13216,finance america companies,,-1
13217,werewolf theraptcs,,-1
13218,global x clean water etf,,-1
13219,horizons global bbig technol,,-1
13220,five star bancorp,,-1
13221,honest,,-1
13222,vaneck digital transfor etf,,-1
13223,td global helth ldrs idx etf,,-1
13224,global-e online,,-1
13225,uipath,,-1
13226,taskus,,-1
13227,betapro bitcoin etf,,-1
13228,betapro inverse bitcoin etf,,-1
13229,pgim active aggregate bd etf,,-1
13230,uncommon portf dgn cr eq etf,,-1
13231,grove,,-1
13232,similarweb,,-1
13233,ci galaxy ethereum etf,,-1
13234,ft cbe vst us ey buf apr etf,,-1
13235,ft cboe vst us eq dp buf etf,,-1
13236,3iq coinshares bitcoin etf,,-1
13237,ether etf,,-1
13238,purpose ether etf,,-1
13239,ftc solar,,-1
13241,oatly group ab,,-1
13242,genius sports,,-1
13243,advisorshs restaurant etf,,-1
13244,advisorshs hotel etf,,-1
13245,atai life sciences n v,,-1
13246,aveanna hcare hold,,-1
13247,invesco msci grn build etf,,-1
13248,acruence actv hdg us eqy etf,,-1
13249,rain therapeutics,,-1
13250,3iq coinshares ether etf,,-1
13251,purpose global clmt opp,,-1
13252,regencell bioscience hol,,-1
13253,anebulo pharma,,-1
13254,paycor hcm,,-1
13255,zeta global,,-1
13256,magnet forensics,,-1
13257,schwab internat div eqty etf,,-1
13259,bitwise crypto inds innv etf,,-1
13260,formidable etf,,-1
13261,applied fin val lrge cap etf,,-1
13262,waterdrop -adr,,-1
13263,squarespace,,-1
13264,trueshars stru out (may) etf,,-1
13265,talari therapeutic,,-1
13266,flywire,,-1
13267,ziprecruiter,,-1
13268,tscan therapeutics,,-1
13269,paymentus,,-1
13270,meridianlink,,-1
13271,alger 35 etf,,-1
13272,enact,,-1
13273,bowman consltg grp,,-1
13274,texas community bancshar,,-1
13275,freedom day dividend etf,,-1
13276,vimeo,,-1
13277,etfmg pme 2x dly jr mine etf,,-1
13278,day one biopharmaceutcls,,-1
13279,blue foundry bancorp,,-1
13280,wisdomtree altrnt incm etf,,-1
13281,beauty health (the),,-1
13282,evolve fangma index etf,,-1
13283,figs,,-1
13284,dlocal,,-1
13285,lion electric (the),,-1
13286,vera therapeutics,,-1
13287,adaptive grw opps etf,,-1
13288,evolve s&p/tsx 60 clnbta etf,,-1
13289,evolve s&p 500 clnbeta etf,,-1
13290,alzamend neuro,,-1
13291,sofi weekly dividend etf,,-1
13292,simplify inrt rate hdge etf,,-1
13294,singular genom sys,,-1
13295,etfmg us altrntv hrvst etf,,-1
13296,first trust nw yk mp hgh etf,,-1
13297,simplify volatility prm etf,,-1
13298,pop culture group,,-1
13299,sonicshares airlns htls etf,,-1
13300,organon &,,-1
13301,mondaycom,,-1
13302,1stdibscom,,-1
13303,glimpse group(the),,-1
13305,proshares nasdaq wri mom etf,,-1
13306,marqeta,,-1
13307,lifestan hlth grp,,-1
13308,walkme,,-1
13309,principal us sm adapti etf,,-1
13310,principal us larg adap etf,,-1
13311,zhangmen edc -adr,,-1
13312,blue owl capital,,-1
13313,collaborativ inv ser tr-etf,,-1
13314,collaborative inv tr- sh etf,,-1
13315,ishares trus -bbb ra cor etf,,-1
13316,wisdomtree trust - core,,-1
13317,wisdomtr trst- effi core fun,,-1
13318,dentalcorp,,-1
13319,bright healt group,,-1
13320,janux therapeutics,,-1
13321,kanzhun -adr,,-1
13322,convey health sol hldngs,,-1
13323,core & main,,-1
13324,fat tail risk etf,,-1
13325,fomo etf,,-1
13326,first trust innov lead etf,,-1
13327,lyell immunopharma,,-1
13328,first tst tcw esg prmr etf,,-1
13329,putnam sustainable futre etf,,-1
13330,putnam fcsd lge cap val etf,,-1
13331,putnam sustainable ldrs etf,,-1
13332,putnam fcsd lg cap grw etf,,-1
13333,picton mahoney fortified etf,,-1
13334,principal intl adp mufac etf,,-1
13335,invesco nasd 100 equal etf,,-1
13336,invesco nasd nxt gen 100 etf,,-1
13337,hcw biologics,,-1
13338,defiance nxt gen alt exp etf,,-1
