,company_name,best_match,best_score
11941,invesco bul 2025 mun bnd etf,,-1
11942,invesco bul 2026 mun bnd etf,,-1
11943,invesco bul 2027 mun bnd etf,,-1
11944,invesco bul 2028 mun bnd etf,,-1
11945,invesco bul 2029 mun bnd etf,,-1
11946,fidelity systm us hg yild bd,,-1
11947,fidelity sys us yd bond cur,,-1
11948,fidelity sys can bnd ind etf,,-1
11949,fidelity glbal core plus etf,,-1
11950,fidelity can shrt bnd etf,,-1
11951,columbia reserch en core etf,,-1
11952,columbia research en val etf,,-1
11953,nuveen esg hi yld cr bnd etf,,-1
11954,avantis us sml cap val etf,,-1
11955,avantis us equity etf,,-1
11956,avantis intl sml cap val etf,,-1
11957,avantis international eq etf,,-1
11958,evolve div stb pfd sh in etf,,-1
11960,stable road acq,,-1
11961,ocugen,,-1
11962,beam therapeutics,,-1
11963,union acqustin ii,,-1
11964,fortis minerals -redh,,-1
11965,inspire internationl esg etf,,-1
11966,overlay sh municipal bnd etf,,-1
11967,overlay sh large cap eq etf,,-1
11968,overlay share foreign eq etf,,-1
11969,overlay sh small cap eq etf,,-1
11970,overlay shares core bond etf,,-1
11971,innovator gr-100 p b etf-oct,,-1
11972,innovator us s cp pb etf-oct,,-1
11973,cabaletta bio,,-1
11974,phathom pharma,,-1
11975,4d molecular ther,,-1
11976,aesthetic md int -ads,,-1
11977,youdao -ads,,-1
11978,galileo acq,,-1
11979,36kr -ads,,-1
11980,baosheng me gr hol,,-1
11981,graniteshares xout us lc etf,,-1
11982,agfiq us ls div cad hgd etf,,-1
11983,agfiq us mkt nu ati-beta etf,,-1
11984,docebo,,-1
11985,lgl systems acquisiton,,-1
11986,oyster point pharm,,-1
11988,china eco-mat grp -redh,,-1
11989,etfmg sit ultra short etf,,-1
11990,schwab 5-10 year cor bnd etf,,-1
11991,schwab 1-5 year cor bnd etf,,-1
11992,schwab us lng-term us etf,,-1
11993,hcm defender 500 index etf,,-1
11994,hcm defender 100 index etf,,-1
11995,hbt financial,,-1
11996,leafly,,-1
11997,fangdd net gp -ads,,-1
11998,merlyn ai bul rd br fght etf,,-1
11999,galera therapeutics,,-1
12001,osprey tech acq,,-1
12002,finserv acquisitn,,-1
12003,tela bio,,-1
12004,centogene nv,,-1
12005,velocity financial,,-1
12006,nbi unconstrained fd inm etf,,-1
12007,juniper industrial hld,,-1
12008,greenvision acquisition,,-1
12009,pacer trendpilot us bond etf,,-1
12010,mackenzie emrg mkt crncy etf,,-1
12011,pacific globl intl eq in etf,,-1
12012,pacific glb focu hgh yld etf,,-1
12013,alpine income property trust,,-1
12016,baudax bio,,-1
12017,virgin galactic,,-1
12018,global x video gms & esp etf,,-1
12019,global x thematic growth etf,,-1
12020,global x cybrscurty etf,,-1
12021,virtus allianzgi artl int fd,,-1
12022,biomx,,-1
12023,direxion s&p 500 hi beta bul,,-1
12024,innovator us eq p b etf-nov,,-1
12025,innovator us eq buff etf-nov,,-1
12026,innovator us eq u b etf-nov,,-1
12027,ia clarington glbl alc,,-1
12028,ia clarington flt rt incm fd,,-1
12029,ia clarington strtgy in fd,,-1
12030,strategy sh new/rslv rb etf,,-1
12031,chp merger,,-1
12032,alussa energy acq,,-1
12033,anpac bio-medical sci -ads,,-1
12034,ehang -ads,,-1
12035,ecmoho -ads,,-1
12036,proptech acq,,-1
12037,qilian internati hol grp,,-1
12038,i-mab -ads,,-1
12039,canaan,,-1
12040,direxion dow jones int bear,,-1
12041,direxion dow jones int bull,,-1
12042,direxion s&p 500 hi bta bear,,-1
12043,fidelity stocks infltion etf,,-1
12044,ft cboe us deep buf etf -aug,,-1
12045,ft cboe us eq buf etf -aug,,-1
12046,proshares rus us div gro etf,,-1
12047,venus concept,,-1
12048,proshars s&p tech div etf,,-1
12049,adapthealth,,-1
12050,amplitude health acq,,-1
12051,software acq grp,,-1
12052,f5 finishes -redh,,-1
12053,oneconnect fin tech -ads,,-1
12054,oriental cult hold,,-1
12055,wisdomtree mortgage plus bnd,,-1
12056,broadmark realty capital,,-1
12057,billcom,,-1
12058,smartetfs smart tr & tch etf,,-1
12059,ft cboe vest us buf etf -nov,,-1
12060,ft cboe vest deep etf -nov,,-1
12061,reynolds consumer products,,-1
12062,aam low dur pref in sec etf,,-1
12063,betterware de mxco sab de cv,,-1
12064,xp,,-1
12065,brookfield infrastrctr,,-1
12066,liv capital acq,,-1
12067,genetron hold -ads,,-1
12068,zhongchao,,-1
12069,draganfly,,-1
12070,td q canadian dividend etf,,-1
12071,td active gl real est eq etf,,-1
12072,td q global dividend etf,,-1
12073,td us long trm tre bnd etf,,-1
12074,td q global multifactor etf,,-1
12075,td income builder etf,,-1
12076,ciig merger,,-1
12077,healthcare merger,,-1
12078,kaleyra,,-1
12079,innovator us eq u b etf-dec,,-1
12080,innovator us eq p b etf-dec,,-1
12081,innovator us eq buff etf-dec,,-1
12082,timothy plan intl etf,,-1
12083,timothy plan us sml core etf,,-1
12084,sprout social,,-1
12085,mingzhu log hold,,-1
12086,sprott uranium miners etf,,-1
12087,first trst act fac sm cp etf,,-1
12088,first trust act fac mid etf,,-1
12089,first trst act fac large etf,,-1
12090,jpmorgan betabld intl eq etf,,-1
12091,kfa dynamic fixed income etf,,-1
12092,aditxt,,-1
12093,ucommune international,,-1
12094,andlauer healthcare grp,,-1
12095,pimco enhan shrt mat act etf,,-1
12096,rpar risk parity etf,,-1
12097,muscle maker,,-1
12098,iq candriam esg intl eq etf,,-1
12099,iq candriam esg us eq etf,,-1
12100,anfield us eq sec rotatn etf,,-1
12101,im dbi hedge strategy etf,,-1
12102,sp fd sharia indt excl etf,,-1
12104,pimco rafi esg us etf,,-1
12105,immunovant,,-1
12106,franklin lib sys sty pre etf,,-1
12107,brooge energy,,-1
12108,molecular data -ads,,-1
12109,oblong,,-1
12110,alset ehome intl,,-1
12111,scvx,,-1
12112,infusive cmpndng gbl eq etf,,-1
12113,sp fds d j gbl sukuk etf,,-1
12114,global beta smart income etf,,-1
12115,neurobo pharmaceuticals,,-1
12116,greenrose acquisition,,-1
12117,tian ruixiang hold,,-1
12118,loha -redh,,-1
12119,innovator msci eafe powr etf,,-1
12120,innovator msci emrg mkt etf,,-1
12121,innovator us s cp pb etf-jan,,-1
12122,innovator gr-100 p b etf-jan,,-1
12123,avadim health -redh,,-1
12124,newborn acquisition,,-1
12125,1life healthcare,,-1
12126,leuthold core etf,,-1
12127,arcutis biotherapeutics,,-1
12128,protara therapeutics,,-1
12129,ishares us tch break mul etf,,-1
12130,interprivate acquisition crp,,-1
12131,lizhi -ads,,-1
12132,ppd,,-1
12133,casper sleep,,-1
12134,schrodinger,,-1
12135,black diamond therapeutics,,-1
12136,nexpoint real est fin,,-1
12137,phoenix tree hold -ads,,-1
12138,harvest us invst grd bnd etf,,-1
12139,ishares fac us val style etf,,-1
12140,ishares fctors us growth etf,,-1
12141,atotech limited,,-1
12142,day hagan/ned smrt sec etf,,-1
12143,syntax stratified midcap etf,,-1
12144,bmo balanced esg etf,,-1
12145,bmo esg corporate bond index,,-1
12146,bmo esg us crpt bd hg to cad,,-1
12147,bmo global high div cvr call,,-1
12148,bmo msci can esg lrs ind etf,,-1
12149,bmo msci efe esg ldr inx etf,,-1
12150,bmo msci gbl esg led ind etf,,-1
12151,bmo msci usa esg lds inx etf,,-1
12152,bmo premium yield etf,,-1
12153,fidelity global mnth hi etf,,-1
12154,fidelity canadin mnth hi etf,,-1
12155,russell invest gl uncon pool,,-1
12156,russell invest fix incm pool,,-1
12157,russell invest glbl infrastr,,-1
12158,russell investment real aset,,-1
12159,absolute core strategy etf,,-1
12160,cp high yield trend etf,,-1
12161,revolution medicines,,-1
12162,fathom,,-1
12163,vanguard glbl agg bnd etf,,-1
12164,auddia,,-1
12165,she beverage -redh,,-1
12166,jiana science tech -redh,,-1
12167,gores iv,,-1
12168,quanergy systems,,-1
12169,goxus -redh,,-1
12170,cibc flexible yield etf,,-1
12171,ci marret alt abslute rt etf,,-1
12172,ci lawrence pk al in gd,,-1
12173,horizons s&p/tsx cap com etf,,-1
12174,churchill capital iii,,-1
12175,crescent capital bdc,,-1
12176,innovator us eq ul etf -feb,,-1
12177,innovator us eq pwr etf -feb,,-1
12178,innovator us eq bfr etf -feb,,-1
12179,ci munro alt globl grwth etf,,-1
12180,dmy technology group,,-1
12181,passage bio,,-1
12182,first trust cboe eq etf -nov,,-1
12183,etfmg travel tech etf,,-1
12184,leaders vs laggards etf,,-1
12185,direxion s&p 500 hg mn lw qt,,-1
12186,direxion flight to safety st,,-1
12187,ammo,,-1
12188,first trust merger arbt etf,,-1
12189,horizons cash maximizer etf,,-1
12190,horizons us large cap in etf,,-1
12191,east stone acquisition,,-1
12192,franklin lib us cor bond etf,,-1
12193,advisorshares dor wr alp eql,,-1
12194,advisorshares dor wt fsm all,,-1
12195,advisorshares dor wrt fsm us,,-1
12196,nationwide risk-mgd incm etf,,-1
12197,ishares esg msci em lead etf,,-1
12198,us vegan climate etf,,-1
12199,vertiv,,-1
12200,exchange lis fd tr ar eq etf,,-1
12202,bmo s&p us smal cap ind etf,,-1
12203,bmo canadian mbs index etf,,-1
12204,bmo high qlty crp bnd in etf,,-1
12205,bmo s&p us mid cap index etf,,-1
12206,bmo bbb bond index etf,,-1
12207,otis worldwide,,-1
12208,carrier global,,-1
12209,azek (the),,-1
12210,pimco managed core bond pool,,-1
12211,pimco managed cnsr bond pool,,-1
12212,cole haan -redh,,-1
12213,vontier,,-1
12214,imara,,-1
12215,lifesci acquisition,,-1
12216,alta equipment group,,-1
12217,glory star new md gp hld,,-1
12218,blue star foods,,-1
12219,dynamic active intl div etf,,-1
12220,dynamic activ glbl infra etf,,-1
12221,hartford core bond etf,,-1
12222,ft cboe vt us eq dp etf -feb,,-1
12223,ft cboe vest us eq etf -feb,,-1
12224,merlynai tac grwth & in etf,,-1
12225,first tr cb vs us eq bf -feb,,-1
12226,selectquote,,-1
12227,moving image tech- redh,,-1
12228,inari medical,,-1
12229,oncology institute (the),,-1
12230,ishares ibnd dec 2021 tr etf,,-1
12231,ishares ibnd dec 2022 tr etf,,-1
12232,ishares ibnd dec 2023 tr etf,,-1
12233,ishares ibnd dec 2025 tr etf,,-1
12234,ishares ibnd dec 2026 tr etf,,-1
12235,ishares ibnd dec 2027 tr etf,,-1
12236,ishares ibnd dec 2028 tr etf,,-1
12237,ishares ibnd dec 2029 tr etf,,-1
12238,franklin genomic advance etf,,-1
12239,franklin disruptive comm etf,,-1
12240,franklin intelligent mch etf,,-1
12241,qraft ai-enh us high div etf,,-1
12242,pulmonx,,-1
12243,social cap hed hold ii,,-1
12244,social cp hed hold iii,,-1
12245,accolade,,-1
12246,oric pharmaceuticals,,-1
12247,starlight us multi-fam no 1,,-1
12248,trueshares tchnl ai & dp etf,,-1
12249,trueshares esg active opport,,-1
12250,innovator us eq ul etf -mar,,-1
12251,innovator us eq pwr etf -mar,,-1
12252,innovator us eq bfr etf -mar,,-1
12253,procore technolgy,,-1
12254,collective growth,,-1
12255,live oak acq,,-1
12256,nls pharmaceutics,,-1
12257,roth ch acquisition i,,-1
12258,nbi sustainable can bnd etf,,-1
12259,nbi global private eqty etf,,-1
12260,nbi sustainable can eq etf,,-1
12261,nbi sustainable globl eq etf,,-1
12262,mind medicine mindmed,,-1
12263,invesco s&p 500 esg indx etf,,-1
12264,nbi high yield bond etf,,-1
12265,grid dynamics holdgs,,-1
12266,brilliant acquisition,,-1
12267,chardan healthcr acq 2,,-1
12268,e2open parent,,-1
12269,lyra therapeutics,,-1
12270,zentalis pharmaceuticals,,-1
12271,ayala pharmaceutic,,-1
12272,toews agility shs mngd risk,,-1
12273,toews agility shr dy tac in,,-1
12274,madison square gard,,-1
12275,caldwell us div adv,,-1
12276,sustainable opp acq,,-1
12277,keros therapeutics,,-1
12278,li auto,,-1
12279,utime -redh,,-1
12280,esoterica them trut eso etf,,-1
12281,gigcapital3,,-1
12282,harbor custom dev,,-1
12283,innovator gr-100 p b etf-apr,,-1
12284,innovator us s cp pb etf-apr,,-1
12285,american cen foc dn grh etf,,-1
12286,american century focud va et,,-1
12287,sonnet biotherapeutics hold,,-1
12288,accelerate arbitrag etf,,-1
12289,first trust horiz man vo etf,,-1
12290,xtrackers msci kokusa eq etf,,-1
12291,bny mellon us mid cor eq etf,,-1
12292,bny mellon us smal cp eq etf,,-1
12293,bny mellon us lar cap eq etf,,-1
12294,freecast -redh -old,,-1
12295,jpmorgan betabuil mid eq etf,,-1
12296,ishares factors us sm bl etf,,-1
12297,ishares factors us blend etf,,-1
12298,ishares factors us mi bl etf,,-1
12299,bny mellon high yield be etf,,-1
12300,lantern pharma,,-1
12301,kingsoft cloud -adr,,-1
12302,ishares esg advanced can etf,,-1
12303,ishares esg adv msci ind etf,,-1
12304,ishares esg adv msci usa etf,,-1
12305,1847 goedeker,,-1
12306,draftkings,,-1
12307,bny mellon emergin ma eq etf,,-1
12308,bny mellon core bond etf,,-1
12309,bny mellon sh dur cor bo etf,,-1
12310,bny mellon internatio eq etf,,-1
12311,skillful craft ed tech,,-1
12312,b riley princ ii,,-1
12313,ebang interl holds,,-1
12315,novus capital corporat,,-1
12316,first trust tcw secur pl etf,,-1
12317,innovator us eq bfr etf -may,,-1
12318,innovator us eq pwr etf -may,,-1
12319,innovator us eq ul etf - may,,-1
12320,brompton north ame vo di etf,,-1
12321,direxion fallen knives etf,,-1
12322,desjardins ri de usa can etf,,-1
12323,brompton global real div etf,,-1
12324,lha market state alph se etf,,-1
12325,ucloudlink gr -adr,,-1
12326,altshares merger arbitra etf,,-1
12327,trend aggregation us etf,,-1
12328,trend aggregation agg gr etf,,-1
12329,trend aggregat div stock etf,,-1
12330,trend aggregation esg etf,,-1
12331,robo global artifi intel etf,,-1
12336,alight,,-1
12337,pliant therapeutics in,,-1
12338,kiromic biopharma,,-1
12339,leadershares equity skew etf,,-1
12340,ci doubleline coref,,-1
12341,ci doubleline t ret bon,,-1
12342,ci doubleline income us,,-1
12343,burning ro bi lim -adr,,-1
12344,hudson execut inv,,-1
12345,avidity bioscience,,-1
12346,royalty pharma plc,,-1
12347,qualigen therapeutics,,-1
12348,ci global infrastr priv pool,,-1
12349,dada nexus -adr,,-1
12350,legend biotec cor -adr,,-1
12351,goldman sachs market inte eq,,-1
12352,goldman sachs mar emergin eq,,-1
12353,ft cboe vest equity bufr etf,,-1
12354,shift4 payments,,-1
12355,mountain crest ac,,-1
12356,applied molec tran,,-1
12357,presidio property trust,,-1
12358,ci marret altern enh yi,,-1
12359,timber pharmaceuticals,,-1
12360,vroom,,-1
12361,atlas technical consultants,,-1
12362,first trust cb eq buffer etf,,-1
12363,jpmorgan equity prem etf,,-1
12364,jpmorgan internationalgr etf,,-1
12365,ci global reit private poo,,-1
12366,ci global real ass priv pool,,-1
12367,histogen,,-1
12368,clearbridge focus vl esg etf,,-1
12369,ishares month treas bond etf,,-1
12370,virios therapeutic,,-1
12371,ayro,,-1
12372,nomad royalty,,-1
12373,allianzim lar cap bu apr etf,,-1
12374,allianzim large c bu apr etf,,-1
12375,syntax stratified smallc etf,,-1
12376,fidelity new millennium etf,,-1
12377,fidelity blue chip value etf,,-1
12378,hamilton financials inno etf,,-1
12379,td active enhanced divid etf,,-1
12380,td active global equ gro etf,,-1
12381,td q us low volatility etf,,-1
12382,td active global infr eq etf,,-1
12383,td q canadian low volati etf,,-1
12384,accel entertainment,,-1
12385,fidelity blue chip growt etf,,-1
12386,global x emergi mar bond etf,,-1
12387,forma thera holdin,,-1
12388,repare therapeutic,,-1
12389,system1,,-1
12390,greenwich lifescie,,-1
12391,doubledown interactive,,-1
12392,nikola,,-1
12393,quhuo -adr,,-1
12394,agora -adr,,-1
12395,fusion pharmaceuti,,-1
12396,akouos,,-1
12397,archerdx -redh,,-1
12398,fusion acquisition cor,,-1
12399,fidelity inter mom index etf,,-1
12400,fidelity val cur neut in etf,,-1
12401,fidelity us mo cur neut etf,,-1
12402,fidelity inter val index etf,,-1
12403,fidelity glo invest grad etf,,-1
12404,fidelity canadi mo index etf,,-1
12405,fidelity canad mome inde etf,,-1
12406,fidelity us mome index etf,,-1
12407,fidelity us value inde etf,,-1
12408,direxion high growth etf,,-1
12409,direxion dynamic hedge etf,,-1
12410,franklin libert tre bond etf,,-1
12411,open lending,,-1
12412,generation bio,,-1
12413,vaxcyte,,-1
12414,solaris resources,,-1
12415,car house holdi -redh,,-1
12416,gs acqui holdi ii,,-1
12417,ci global longevit econ,,-1
12418,forte biosciences,,-1
12419,wealths north soci re in etf,,-1
12420,wealthsimple devel north etf,,-1
12421,etfmg trea test adva etf,,-1
12422,fs kkr capital ii,,-1
12423,ptk acquisition,,-1
12424,bluecity holdi li -adr,,-1
12425,biora therapeutics,,-1
12426,ishares esg advanced msc etf,,-1
12427,ishares esg aware growth etf,,-1
12428,ishares esg aware aggres etf,,-1
12429,ishares esg aware alloca etf,,-1
12430,ishares esg aware modera etf,,-1
12431,therapeutics acqu,,-1
12432,jupiter wellness,,-1
12433,eastern bankshares,,-1
12434,gohealth,,-1
12435,trean insurance gr,,-1
12436,greencity acquisit cor,,-1
12437,ft cboe vt us eqt buffer etf,,-1
12438,ft cboe vt us eqt dp bfr etf,,-1
12439,rackspace technolo,,-1
12440,nkarta,,-1
12441,pershing sq tn hol,,-1
12442,global x varia rate pref etf,,-1
12443,pacer biothreat strategy etf,,-1
12444,direxion work from home etf,,-1
12445,pacer lunt lar cap alter etf,,-1
12446,pacer lunt large cap alt etf,,-1
12447,pacer lunt midc alternat etf,,-1
12448,ishares ibonds dec 20 etf,,-1
12449,ishares esg ad total mar etf,,-1
12451,hamilton bank mean etf unit,,-1
12452,hamilton financial etf units,,-1
12453,hamilton glo finan etf units,,-1
12454,hamilton aust index etf unit,,-1
12455,relay therapeutics,,-1
12456,gelesis,,-1
12457,iteos therapeutics,,-1
12458,artius acquisition,,-1
12459,global x s&p cath val dev ex,,-1
12460,ishares esg ad msci eafe etf,,-1
12461,roundhill sports be & ig etf,,-1
12462,malacca straits acq,,-1
12463,iac/interactivecorp,,-1
12464,lemonade,,-1
12465,allianzim lar buffer2 ju etf,,-1
12466,allianzim large cap jul etf,,-1
12467,siren large blend index etf,,-1
12468,trueshares structu outco etf,,-1
12469,innovator gr-100 p b etf-jul,,-1
12470,innovator us s cp pb etf-jul,,-1
12471,hall fame resort &,,-1
12472,horizons usd cash maximi etf,,-1
12473,principal spe tax-adv div ac,,-1
12474,alx oncology holdi,,-1
12475,pandion therputc,,-1
12476,goldman sach invest etf,,-1
12477,property solu acq,,-1
12478,ncino,,-1
12480,dmy technology ii,,-1
12481,ace convergence acq,,-1
12482,jamf holding,,-1
12483,montrose env group,,-1
12484,go acquisition,,-1
12485,vasta platform,,-1
12486,rocket cos,,-1
12487,vital farms,,-1
12488,vision marine tech,,-1
12489,oak street health,,-1
12490,global x education etf,,-1
12491,e merge techn acq,,-1
12492,newhold investment cor,,-1
12493,kubient,,-1
12494,dye & durham,,-1
12495,inspire tactical bal esg etf,,-1
12496,proshares msci tran chan etf,,-1
12497,dragoneer gro opp,,-1
12498,ishares ibonds term trea etf,,-1
12499,franklin lib ul sho bond etf,,-1
12500,digital media solutions,,-1
12501,ameri cen mid cap impact etf,,-1
12502,american century sust eq etf,,-1
12503,bigcommerce holdin,,-1
12504,ascendant dig acq,,-1
12505,churchill capi iv,,-1
12506,acutus medical,,-1
12507,cc neuberg prin hol ii,,-1
12508,applied uv,,-1
12509,ft cboe vest equ de buf etf,,-1
12510,ft cboe vest equity buff etf,,-1
12511,first trust multi-man gr etf,,-1
12512,nurix therapeutics,,-1
12513,annexon,,-1
12514,inozyme pharma,,-1
12515,freeline ther plc -adr,,-1
12516,global beta momentum-gro etf,,-1
12517,east resources acqui,,-1
12518,health scie acq 2,,-1
12519,netstreit,,-1
12520,holicity,,-1
12521,checkmate pharmace,,-1
12522,signa sports united gmbh,,-1
12523,bowx acquisition,,-1
12524,kismet acquis one,,-1
12525,arya scie acq iii,,-1
12526,global beta low beta etf,,-1
12527,allovir,,-1
12528,inhibikase therape,,-1
12529,duck creek technol,,-1
12530,paxmedica -redh,,-1
12531,brookfield renewable,,-1
12532,cibc global growth etf,,-1
12533,cibc international equit etf,,-1
12534,kraneshares global carbn etf,,-1
12535,spdr s&p 500 esg etf,,-1
12536,fortress value acq ii,,-1
12537,ke -adr,,-1
12538,aberdeen st gbl inf incm fnd,,-1
12539,global x tel & dgtl hlth etf,,-1
12540,defiance nasd jun biotec etf,,-1
12541,lionheart acqu ii,,-1
12542,t rowe price divid grow etf,,-1
12543,t rowe price blu chp gr etf,,-1
12544,t rowe price growth sto etf,,-1
12545,t rowe price equity etf,,-1
12546,horizons emergi eq index etf,,-1
12547,kraneshares ms esg index etf,,-1
12548,star peak ene tra,,-1
12549,kymera therapeutic,,-1
12550,burgundy tech acq,,-1
12551,gores v,,-1
12552,painreform,,-1
12553,american outdoor brands,,-1
12554,curevac nv,,-1
12555,guardian i3 us qua growt etf,,-1
12556,guardian i3 global reit etf,,-1
12557,guardian dir equity path etf,,-1
12558,guardian i3 global qu gr etf,,-1
12559,guardian direc pre yield etf,,-1
12560,trueshares str out (aug) etf,,-1
12561,highcape capi acq,,-1
12562,colonnade acquisi,,-1
12563,harmony biosc hold,,-1
12564,horizon acquisition,,-1
12565,one,,-1
12566,maxeon solar technologie,,-1
12567,nano x imaging,,-1
12568,universe pharmaceu,,-1
12569,amesite,,-1
12570,cm life sciences,,-1
12571,cf finance acq ii,,-1
12572,ftac olympus acqu,,-1
12573,anfield dynamic fxd incm etf,,-1
12574,twc tech holdi ii,,-1
12575,td one click moderate etf,,-1
12576,td one click aggressive etf,,-1
12577,foley trasimene acqu ii,,-1
12578,starboard val acq,,-1
12579,forum merger iii,,-1
12580,outset medical,,-1
12581,cornercap fundametric la etf,,-1
12582,innovator year trea bond etf,,-1
12583,innovator year tre buff etf,,-1
12584,td one click conser etf port,,-1
12585,sumo logic,,-1
12586,highpeak energy,,-1
12587,unity software,,-1
12588,direxion connected consu etf,,-1
12589,vitru,,-1
12590,insu acquisiti ii,,-1
12591,jiuzi,,-1
12593,dyne therapeutics,,-1
12594,sterling capital focu eq etf,,-1
12595,athira pharma,,-1
12596,advisorshares pure us ca etf,,-1
12597,lensar,,-1
12598,bctg acquisition,,-1
12599,ishares comm curve carry etf,,-1
12600,ishares msci kuwait etf,,-1
12601,simplify us equ plus con etf,,-1
12602,simplify us eq convexity etf,,-1
12603,simplify us equity downs etf,,-1
12604,trueshares str out (sep) etf,,-1
12605,ncm core global etf,,-1
12606,jfrog,,-1
12607,hygo energy transi -redh,,-1
12608,cogent biosciences,,-1
12609,american well,,-1
12610,metacrine,,-1
12611,ishares esg equity etf portf,,-1
12612,ishares esg growt etf portfo,,-1
12613,ishares esg con bal etf port,,-1
12614,ishares esg bala etf portfol,,-1
12615,aaf first priority c bon etf,,-1
12616,reinvent technology partners,,-1
12617,goldman sachs ac ag bond etf,,-1
12619,grab limited,,-1
12620,janus henderson aaa clo etf,,-1
12621,broadstone net lease,,-1
12622,victoryshares nas nex 50 etf,,-1
12623,pactiv evergreen,,-1
12624,evolve future leadershi,,-1
12625,compass pathways plc -adr,,-1
12626,super group sghc limited,,-1
12627,aea-bridges impac,,-1
12628,software acquis group ii,,-1
12629,vg acquisition,,-1
12630,aziyo biologics,,-1
12631,adicet bio,,-1
12632,montes archimedes acq,,-1
12633,laird superfood,,-1
12634,vy global growth,,-1
12635,nuvei,,-1
12636,invesco bulletshars 2030 etf,,-1
12637,invesco bulletshars 2028 etf,,-1
12638,invesco bulletshres 2030 etf,,-1
12639,natixis us eqty opprtn etf,,-1
12640,global x cove call & gro etf,,-1
12641,ft cboe vest equity deep etf,,-1
12642,ft cboe ve equity buffer etf,,-1
12643,taysha gene therps,,-1
12644,arclight clean tra unit,,-1
12645,mackenzie conserva alloc etf,,-1
12646,huadi inter gro,,-1
12647,mission produce,,-1
12648,vesper health acq,,-1
12649,goodrx hldgs,,-1
12650,rbc target 2026 ind etf,,-1
12651,rbc target 2027 corporat etf,,-1
12652,via optronics ag -ads,,-1
12653,tpg pace bene fin,,-1
12654,tpg pace tech opp,,-1
12655,immunome,,-1
12656,pmv pharmaceuticals,,-1
12657,qell acquisition,,-1
12658,landcadia hold iii,,-1
12659,global x china biote inn etf,,-1
12660,vanguard esg corpor bond etf,,-1
12661,ishares esg screened s&p etf,,-1
12662,spinal eleme holdi -redh,,-1
12663,ishares esg scre s&p sma etf,,-1
12664,ishares treasur str bond etf,,-1
12665,ishares esg scree s&p 50 etf,,-1
12666,cambria global real esta etf,,-1
12667,mackenzie devel real est etf,,-1
12668,mackenzie de bond index etf,,-1
12669,mackenzie aggr bo index etf,,-1
12670,spdr bloomberg bar month etf,,-1
12671,academy spo ou,,-1
12672,yalla group -adr,,-1
12673,graybug vision,,-1
12674,prelude therapeutics,,-1
12675,lha market state tac bet etf,,-1
12676,social capi hed hold iv,,-1
12677,social capital hedosophia,,-1
12678,bentley systems,,-1
12679,apollo strat growt cap,,-1
12680,eargo,,-1
12682,tarsus pharmaceuti,,-1
12683,oncorus,,-1
12684,aligos therapeutics,,-1
12685,boqii holding -adr,,-1
12686,corsair gaming,,-1
12687,mackenzie growth allocat etf,,-1
12688,mackenzie global fix etf,,-1
12689,mackenzie balanced alloc etf,,-1
12690,clearshares piton interm etf,,-1
12691,innovator double stacker etf,,-1
12692,chindata group hold -adr,,-1
12693,kronos bio,,-1
12694,mackenzie global inf ind etf,,-1
12695,spruce biosciences,,-1
12696,velodyne lidar,,-1
12697,allianzim large cap buff etf,,-1
12698,allianzim lar cap buff10 etf,,-1
12699,nextgen acquisiti,,-1
12700,shattuck labs,,-1
12701,social cap hedo v,,-1
12702,starry group,,-1
12703,lixiang educatio -adr,,-1
12704,innovator triple stacker etf,,-1
12705,ishares virtual work etf,,-1
12706,defiance next gen spa de etf,,-1
12707,blackrock future innovat etf,,-1
12708,blackrock future tech etf,,-1
12709,blackrock future health etf,,-1
12710,avanti acquisition,,-1
12711,sofi weekly income etf,,-1
12712,thryv,,-1
12713,biodesix,,-1
12714,foghorn therapeutics,,-1
12715,fidelity us multifactr etf,,-1
12716,global x nasdaq 100 cvd etf,,-1
12717,cabana target drawdown 5 etf,,-1
12718,cabana target drawdown 7 etf,,-1
12719,gores vi,,-1
12720,mediaalpha,,-1
12721,cabana target drawdwn 10 etf,,-1
12722,root,,-1
12723,cabana target drawdwn 13 etf,,-1
12724,cabana target drawdwn 16 etf,,-1
12725,natixis vaughn nsn md cp etf,,-1
12726,natixis vaughan nlsn slc etf,,-1
12727,miniso gr hol -adr,,-1
12728,franklin global grow act etf,,-1
12729,ihuman -adr,,-1
12730,archaea energy,,-1
12731,chinook therapeutics,,-1
12732,trueshares strctrd outcm etf,,-1
12733,invesco s&p comp esg ind etf,,-1
12734,ishares bb rat bond etf,,-1
12735,ishares esg advan msc em etf,,-1
12736,hyliion,,-1
12737,guild,,-1
12738,praxis precis medi,,-1
12739,multiplan,,-1
12740,invesco nasdaq next 100 etf,,-1
12741,guru organic energy,,-1
12742,invesco nasdaq 100 etf,,-1
12744,greenbox pos,,-1
12745,shift technologies,,-1
12746,curiositystream,,-1
12747,hamilton enhncd cndn bnk etf,,-1
12748,emles federal contractor etf,,-1
12749,emles real estate credit etf,,-1
12750,emles made in america etf,,-1
12751,emles home etf,,-1
12752,avantis short fixed inco etf,,-1
12753,avantis cor fixed income etf,,-1
12754,tattooed chef,,-1
12755,paya,,-1
12756,lufax holding,,-1
12757,meiwu technology,,-1
12758,bitwise 10 crypto index fd,,-1
12759,horizon acquisition ii,,-1
12760,pimco tactical income,,-1
12761,nifty india financials etf,,-1
12762,atlas crest inves,,-1
12763,topaz energy,,-1
